TimeStamp,BGA PC RFU,BGA PC ug/L,Chlorophyll RFU,Chlorophyll ug/L,Cond uS/cm,fDOM QSU,fDOM RFU,microFlu_TRP,pH,Signal strength,SpCond uS/cm,Temp C,Turbidity
dd-mm-yyyy hh:mm:ss,RFU,ug/L,RFU,ug/L,uS/cm,QSU,RFU,g/L,pH,dBm,uS/cm,C,NTU
26/11/2025 1:35,0.91,0.91,1.03,4.11,205.29,32.17,10.72,24.29,8.19,,310.25,7.29,0.47
26/11/2025 1:40,0.93,0.93,1.02,4.09,205.34,32.25,10.75,24.08,8.19,,310.31,7.29,0.41
26/11/2025 1:45,0.98,0.98,1.22,4.89,205.3,32.2,10.73,24.61,8.19,,310.22,7.29,0.42
26/11/2025 1:50,0.89,0.89,0.88,3.5,205.29,32.12,10.71,23.9,8.19,,310.19,7.3,0.44
26/11/2025 1:55,1.08,1.08,1.76,7.06,205.43,32.16,10.72,23.85,8.19,,310.36,7.3,0.4
26/11/2025 2:00,0.91,0.91,0.91,3.65,205.46,32.15,10.72,25.34,8.19,-44,310.38,7.3,0.35
26/11/2025 2:05,0.96,0.96,0.73,2.93,205.34,32.3,10.77,24.72,8.19,,310.22,7.3,0.45
26/11/2025 2:10,0.92,0.92,1,3.99,205.39,32.2,10.73,25.11,8.19,,310.8,7.3,0.41
26/11/2025 2:15,1.01,1.01,1.04,4.14,205.4,32.1,10.7,26.08,8.19,,310.17,7.32,0.42
26/11/2025 2:20,1.06,1.06,1.14,4.55,205.36,32.37,10.79,25.28,8.19,,310.04,7.32,0.4
26/11/2025 2:25,1.07,1.07,1.04,4.15,205.48,32.12,10.71,25.3,8.19,,310.2,7.33,0.41
26/11/2025 2:30,1.09,1.09,1.05,4.19,205.55,32.12,10.71,24.36,8.18,,310.27,7.33,0.4
26/11/2025 2:35,1.04,1.04,1.19,4.75,205.64,32.08,10.69,24.34,8.18,,310.37,7.33,0.42
26/11/2025 2:40,1.09,1.09,1.14,4.56,205.6,32.23,10.74,24.86,8.18,,310.29,7.34,0.41
26/11/2025 2:45,1.02,1.02,1.06,4.24,205.62,32.26,10.75,24.56,8.18,,310.28,7.34,0.42
26/11/2025 2:50,1.01,1.01,1.02,4.09,205.68,32.16,10.72,24.29,8.18,,310.33,7.35,0.43
26/11/2025 2:55,0.98,0.98,0.89,3.58,205.78,32.18,10.73,24.93,8.18,,310.44,7.35,0.41
26/11/2025 3:00,1.05,1.05,1.11,4.45,205.73,32.28,10.76,24.47,8.18,-45,310.32,7.35,0.4
26/11/2025 3:05,0.84,0.84,0.64,2.55,205.65,32.4,10.8,24.47,8.18,,310.18,7.36,0.48
26/11/2025 3:10,,,,,,,,25.07,,,,,
26/11/2025 3:15,0.8,0.8,0.88,3.53,205.75,32.3,10.77,24.22,8.18,,310.18,7.37,0.42
26/11/2025 3:20,0.92,0.92,0.9,3.6,205.66,32.37,10.79,24.27,8.18,,309.98,7.38,0.38
26/11/2025 3:25,0.89,0.89,0.93,3.74,205.83,32.17,10.72,24.29,8.18,,310.19,7.39,0.43
26/11/2025 3:30,0.91,0.91,0.99,3.96,205.87,32.27,10.76,24.36,8.18,,310.22,7.39,0.41
26/11/2025 3:35,0.91,0.91,0.93,3.7,205.95,32.19,10.73,24.34,8.18,,310.3,7.39,0.42
26/11/2025 3:40,0.95,0.95,1.23,4.9,205.94,32.32,10.77,24.66,8.18,,310.26,7.4,0.39
26/11/2025 3:45,0.97,0.97,1.05,4.2,205.96,32.28,10.76,23.74,8.17,,310.26,7.4,0.37
26/11/2025 3:50,0.89,0.89,0.89,3.58,206.01,32.33,10.78,24.56,8.17,,310.28,7.41,0.47
26/11/2025 3:55,0.95,0.95,1.11,4.46,206.05,32.16,10.72,24.7,8.17,,310.32,7.41,0.43
26/11/2025 4:00,0.89,0.89,1.04,4.16,206.08,32.22,10.74,24.06,8.17,-41,310.33,7.41,0.38
26/11/2025 4:05,0.92,0.92,0.79,3.17,205.93,32.15,10.72,24.82,8.17,,310.13,7.41,0.44
26/11/2025 4:10,0.84,0.84,0.81,3.22,205.95,32.23,10.74,24.38,8.17,,31014,7.41,0.4
26/11/2025 4:15,0.91,0.91,0.99,3.95,205.95,32.23,10.74,24.27,8.17,,310.01,7.43,0.39
26/11/2025 4:20,0.93,0.93,1.06,4.26,205.9,32.39,10.8,24.22,8.17,,309.87,7.43,0.41
26/11/2025 4:25,0.96,0.96,1.21,4.86,206.1,32.28,10.76,24.11,8.17,,310.13,7.44,0.42
26/11/2025 4:30,0.96,0.96,1.45,5.81,206.05,32.21,10.74,25.05,8.17,,310.04,7.44,0.4
26/11/2025 4:35,0.95,0.95,1.12,4.48,206.16,32.24,10.75,24.38,8.16,,310.18,7.44,0.39
26/11/2025 4:40,0.91,0.91,0.93,3.72,206.18,32.32,10.77,25.39,8.16,,310.19,7.44,0.37
26/11/2025 4:45,1.03,1.03,1.44,5.76,206.23,32.32,10.77,25.73,8.16,,310.23,7.45,0.37
26/11/2025 4:50,0.94,0.94,1.11,4.44,206.19,32.34,10.78,25.05,8.16,,310.14,7.45,0.42
26/11/2025 4:55,1.03,1.03,1.29,5.15,206.24,32.17,10.72,24.7,8.16,,310.17,7.46,0.43
26/11/2025 5:00,0.97,0.97,1.04,4.14,206.31,32.32,10.77,25.09,8.16,-41,310.25,7.46,0.38
26/11/2025 5:05,0.9,0.9,0.82,3.3,206.12,32.18,10.73,24.59,8.16,,310.01,7.45,0.44
26/11/2025 5:10,0.9,0.9,1.04,4.17,206.15,32.01,10.67,24.61,8.16,,31006,7.45,0.39
26/11/2025 5:15,0.96,0.96,1.23,4.92,206.23,32.24,10.75,24.91,8.16,,310.07,7.47,0.4
26/11/2025 5:20,1,1,1.27,5.07,206.03,32.39,10.8,24.29,8.16,,309.74,7.47,0.41
26/11/2025 5:25,0.95,0.95,1.27,5.09,206.19,32.3,10.77,24.63,8.16,,309.98,7.47,0.38
26/11/2025 5:30,0.96,0.96,0.99,3.94,206.27,32.26,10.75,24.27,8.16,,310.08,7.47,0.39
26/11/2025 5:35,0.96,0.96,1.27,5.06,206.37,32.27,10.76,24.68,8.16,,310.23,7.47,0.38
26/11/2025 5:40,0.95,0.95,1.22,4.89,206.24,32.24,10.75,24.11,8.16,,310.03,7.47,0.42
26/11/2025 5:45,0.93,0.93,1.07,4.3,206.21,32.28,10.76,24.17,8.16,,310,7.47,0.44
26/11/2025 5:50,1.01,1.01,1.17,4.67,206.32,32.21,10.74,24.56,8.16,,310.16,7.47,0.46
26/11/2025 5:55,0.95,0.95,1.16,4.63,206.3,32.21,10.74,24.86,8.15,,310.12,7.47,0.45
26/11/2025 6:00,0.95,0.95,1.11,4.45,206.26,32.25,10.75,24.2,8.15,-40,310.03,7.48,0.39
26/11/2025 6:05,0.97,0.97,0.79,3.15,206.14,32.29,10.76,24.06,8.15,,309.94,7.47,0.43
26/11/2025 6:10,,,,,,,,24.59,,,,,
26/11/2025 6:15,0.95,0.95,1.24,4.98,206.23,32.23,10.74,23.9,8.16,,309.96,7.48,0.4
26/11/2025 6:20,0.96,0.96,1,3.98,206.18,32.3,10.77,24.7,8.16,,309.87,7.48,0.43
26/11/2025 6:25,0.94,0.94,1.02,4.07,206.25,32.25,10.75,23.99,8.15,,309.97,7.48,0.41
26/11/2025 6:30,0.98,0.98,1.3,5.21,206.33,32.24,10.75,25.34,8.15,,310.11,7.48,0.42
26/11/2025 6:35,0.92,0.92,1.15,4.58,206.31,32.26,10.75,24.29,8.15,,310.09,7.48,0.51
26/11/2025 6:40,0.92,0.92,1.28,5.13,206.23,32.22,10.74,23.85,8.15,,309.99,7.48,0.43
26/11/2025 6:45,0.96,0.96,1.12,4.49,206.26,32.23,10.74,24.11,8.15,,310.03,7.48,0.39
26/11/2025 6:50,0.96,0.96,1.01,4.03,206.32,32.23,10.74,24.43,8.15,,310.12,7.48,0.4
26/11/2025 6:55,0.98,0.98,1.36,5.44,206.38,32.18,10.73,23.58,8.15,,310.2,7.48,0.37
26/11/2025 7:00,0.92,0.92,1.07,4.28,206.37,32.25,10.75,24.66,8.15,-42,310.18,7.48,0.45
26/11/2025 7:05,0.98,0.98,1.01,4.03,206.13,32.09,10.7,24.34,8.15,,309.95,7.46,0.43
26/11/2025 7:10,,,,,,,,25.28,,,,,
26/11/2025 7:15,0.93,0.93,1.06,4.24,206.17,32.16,10.72,24.01,8.15,,309.93,7.47,0.35
26/11/2025 7:20,0.93,0.93,1.07,4.27,206.04,32.27,10.76,24.52,8.15,,309.73,7.47,0.44
26/11/2025 7:25,0.89,0.89,0.87,3.47,206.19,32.25,10.75,24.61,8.15,,309.94,7.48,0.44
26/11/2025 7:30,0.96,0.96,1.07,4.28,206.21,32.23,10.74,24.34,8.15,,309.99,7.47,0.45
26/11/2025 7:35,0.91,0.91,1.2,4.8,206.3,32.11,10.7,24.22,8.15,,310.15,7.47,0.45
26/11/2025 7:40,0.92,0.92,1.14,4.55,206.24,32.19,10.73,24.4,8.15,,310.05,7.47,0.4
26/11/2025 7:45,0.9,0.9,1.03,4.12,206.3,32.08,10.69,25.62,8.15,,310.16,7.47,0.38
26/11/2025 7:50,0.93,0.93,1.13,4.53,206.26,32.21,10.74,24.84,8.15,,310.11,7.47,0.44
26/11/2025 7:55,0.85,0.85,0.94,3.77,206.27,32.15,10.72,25.05,8.14,,310.14,7.46,0.44
26/11/2025 8:00,1,1,1.26,5.04,206.23,32.2,10.73,24.06,8.14,-40,310.13,7.46,0.49
26/11/2025 8:05,0.98,0.98,1.02,4.1,205.98,32.2,10.73,25.07,8.15,,309.93,7.44,0.42
26/11/2025 8:10,,,,,,,,23.9,,,,,
26/11/2025 8:15,0.96,0.96,1.43,5.73,205.91,32.2,10.73,24.43,8.15,,309.77,7.45,0.43
26/11/2025 8:20,1.02,1.02,1.42,5.7,205.85,32.29,10.76,24.36,8.15,,309.68,7.45,0.44
26/11/2025 8:25,0.93,0.93,1.17,4.68,206.07,32.21,10.74,23.72,8.15,,310.01,7.45,0.44
26/11/2025 8:30,0.92,0.92,1.19,4.77,206.08,32.27,10.76,24.34,8.14,,310.08,7.44,0.4
26/11/2025 8:35,1.03,1.03,1.26,5.03,206.04,32.24,10.75,24.2,8.14,,310.03,7.44,0.41
26/11/2025 8:40,0.98,0.98,1.29,5.15,206.02,32.27,10.76,23.37,8.13,,310.02,7.44,0.4
26/11/2025 8:45,1,1,1.21,4.84,206.07,32.29,10.76,24.15,8.14,,310.09,7.44,0.41
26/11/2025 8:50,0.94,0.94,1.25,5.01,206.09,32.17,10.72,24.06,8.14,,310.1,7.44,0.42
26/11/2025 8:55,1,1,1.22,4.89,206.13,32.26,10.75,23.88,8.14,,310.15,7.44,0.39
26/11/2025 9:00,1.03,1.03,1.23,4.92,206.15,32.24,10.75,24.63,8.14,-38,310.19,7.44,0.43
26/11/2025 9:05,0.97,0.97,0.99,3.94,206.07,32.14,10.71,24.24,8.15,,310.12,7.43,0.45
26/11/2025 9:10,0.96,0.96,1.19,4.77,206.04,32.03,10.68,24.45,8.15,,310.9,7.43,0.4
26/11/2025 9:15,0.91,0.91,1.04,4.18,206.05,32.19,10.73,23.97,8.15,,310,7.44,0.41
26/11/2025 9:20,1.15,1.15,1.55,6.19,206.01,32.4,10.8,23.95,8.15,,309.91,7.45,0.46
26/11/2025 9:25,0.95,0.95,1.29,5.18,206.15,32.27,10.76,24.15,8.15,,310.09,7.45,0.44
26/11/2025 9:30,1.06,1.06,1.3,5.21,206.19,32.29,10.76,23.83,8.15,,310.14,7.45,0.41
26/11/2025 9:35,0.95,0.95,1.16,4.65,206.2,32.27,10.76,23.58,8.15,,310.14,7.45,0.45
26/11/2025 9:40,1.06,1.06,1.23,4.9,206.27,32.22,10.74,23.53,8.15,,310.23,7.46,0.42
26/11/2025 9:45,0.99,0.99,1.3,5.21,206.29,32.15,10.72,24.5,8.15,,310.23,7.46,0.45
26/11/2025 9:50,0.95,0.95,1.13,4.51,206.3,32.19,10.73,23.95,8.15,,310.22,7.46,0.4
26/11/2025 9:55,0.92,0.92,0.97,3.88,206.23,32.28,10.76,23.4,8.15,,310.08,7.46,0.45
26/11/2025 10:00,0.9,0.9,0.95,3.81,205.51,32.09,10.7,23.79,8.17,-38,310.21,7.33,0.5
26/11/2025 10:05,0.94,0.94,0.99,3.96,206.15,32.26,10.75,23.46,8.16,,310.04,7.46,0.47
26/11/2025 10:10,1,1,1.54,6.16,206.22,31.96,10.65,24.27,8.16,,31016,7.46,0.46
26/11/2025 10:15,0.98,0.98,1.35,5.39,206.22,32.15,10.72,24.63,8.16,,310.07,7.47,0.43
26/11/2025 10:20,1.05,1.05,1.26,5.05,206.12,32.28,10.76,24.84,8.16,,309.91,7.47,0.47
26/11/2025 10:25,0.91,0.91,1.09,4.34,206.26,32.2,10.73,24.31,8.16,,310.13,7.46,0.42
26/11/2025 10:30,0.93,0.93,1.16,4.63,206.21,32.24,10.75,24.84,8.16,,310.1,7.46,0.42
26/11/2025 10:35,0.91,0.91,1.06,4.24,206.29,32.3,10.77,24.82,8.16,,310.27,7.45,0.45
26/11/2025 10:40,0.95,0.95,1.11,4.44,206.18,32.29,10.76,25.32,8.16,,310.17,7.45,0.45
26/11/2025 10:45,0.97,0.97,1.03,4.1,206.19,32.27,10.76,25.07,8.16,,310.24,7.44,0.38
26/11/2025 10:50,0.98,0.98,0.99,3.96,206.24,32.21,10.74,24.11,8.16,,310.36,7.44,0.5
26/11/2025 10:55,0.96,0.96,1.01,4.04,206.16,32.22,10.74,25.71,8.16,,310.29,7.43,0.45
26/11/2025 11:00,0.95,0.95,1.02,4.07,206.18,32.18,10.73,26.1,8.15,-39,310.34,7.43,0.44
26/11/2025 11:05,0.91,0.91,0.96,3.85,206.07,32.3,10.77,25.07,8.17,,310.42,7.4,0.5
26/11/2025 11:10,,,,,,,,25.37,,,,,
26/11/2025 11:15,0.94,0.94,1.16,4.64,206.01,32.21,10.74,25.32,8.18,,310.31,7.4,0.5
26/11/2025 11:20,1.08,1.08,1.44,5.74,205.92,32.34,10.78,25.87,8.17,,310.16,7.4,0.45
26/11/2025 11:25,1.07,1.07,1.2,4.79,206.15,32.26,10.75,26.56,8.17,,310.5,7.41,0.43
26/11/2025 11:30,0.9,0.9,1.07,4.27,206.1,32.23,10.74,25.87,8.18,,310.46,7.4,0.43
26/11/2025 11:35,0.95,0.95,1.21,4.83,206.07,32.18,10.73,25.11,8.18,,310.45,7.4,0.53
26/11/2025 11:40,0.96,0.96,1.2,4.78,206.13,32.06,10.69,24.95,8.18,,310.58,7.39,0.47
26/11/2025 11:45,0.97,0.97,1.2,4.82,206.05,32.07,10.69,25.87,8.18,,310.49,7.39,0.43
26/11/2025 11:50,0.99,0.99,1.32,5.26,206.12,32.06,10.69,25.5,8.18,,310.6,7.39,0.53
26/11/2025 11:55,0.99,0.99,1.41,5.64,206.14,31.96,10.65,26.01,8.18,,310.65,7.39,0.52
26/11/2025 12:00,0.98,0.98,1.31,5.25,206.17,32.18,10.73,26.17,8.18,-37,310.71,7.39,0.48
26/11/2025 12:05,0.92,0.92,1,3.99,205.99,32.18,10.73,25.76,8.2,,310.57,7.37,0.48
26/11/2025 12:10,0.95,0.95,1.19,4.74,205.92,32,10.67,26.56,8.2,,310.7,7.37,0.44
26/11/2025 12:15,0.97,0.97,1.39,5.56,206.03,32.08,10.69,26.17,8.2,,310.53,7.38,0.48
26/11/2025 12:20,1.21,1.21,1.7,6.79,205.91,32.12,10.71,24.79,8.2,,310.36,7.38,0.61
26/11/2025 12:25,1.03,1.03,1.35,5.41,205.97,31.99,10.66,25.37,8.2,,310.44,7.38,0.48
26/11/2025 12:30,0.96,0.96,1.36,5.44,206.02,31.99,10.66,25.62,8.19,,310.54,7.38,0.45
26/11/2025 12:35,0.95,0.95,1.28,5.14,206.05,32.03,10.68,24.77,8.2,,310.6,7.38,0.42
26/11/2025 12:40,1.01,1.01,1.41,5.64,206.07,32.07,10.69,25.09,8.2,,310.65,7.38,0.49
26/11/2025 12:45,1,1,1.23,4.93,206.01,32.01,10.67,25.53,8.2,,310.57,7.37,0.42
26/11/2025 12:50,0.96,0.96,1.3,5.2,206.13,31.91,10.64,24.98,8.2,,310.77,7.37,0.51
26/11/2025 12:55,0.98,0.98,1.36,5.45,206.03,31.99,10.66,25.21,8.2,,310.62,7.37,0.45
26/11/2025 13:00,0.96,0.96,1.31,5.25,206.01,32.06,10.69,26.35,8.2,-38,310.62,7.37,0.48
26/11/2025 13:05,0.96,0.96,1.03,4.11,205.84,32.12,10.71,25.69,8.21,,310.49,7.35,0.49
26/11/2025 13:10,,,,,,,,25.44,,,,,
26/11/2025 13:15,0.92,0.92,1.24,4.95,205.85,32.03,10.68,24.93,8.21,,310.42,7.36,0.45
26/11/2025 13:20,1.08,1.08,1.31,5.23,205.75,32.15,10.72,25.23,8.21,,310.25,7.36,0.43
26/11/2025 13:25,1,1,1.41,5.66,205.86,32.04,10.68,25.02,8.21,,310.43,7.36,0.46
26/11/2025 13:30,0.98,0.98,1.13,4.51,205.91,31.94,10.65,23.6,8.21,,310.54,7.36,0.49
26/11/2025 13:35,0.97,0.97,1.16,4.63,205.94,32.06,10.69,23.53,8.21,,310.61,7.36,0.43
26/11/2025 13:40,0.94,0.94,1.17,4.67,205.9,31.87,10.62,24.06,8.2,,310.59,7.35,0.4
26/11/2025 13:45,0.94,0.94,1.05,4.19,205.95,32.02,10.67,24.93,8.2,,310.67,7.35,0.43
26/11/2025 13:50,0.95,0.95,1.05,4.2,205.95,32.04,10.68,24.45,8.2,,310.69,7.35,0.45
26/11/2025 13:55,0.9,0.9,0.99,3.94,205.87,32,10.67,24.31,8.2,,310.59,7.35,0.48
26/11/2025 14:00,0.91,0.91,1.08,4.32,205.79,31.96,10.65,23.74,8.21,-37,310.59,7.33,0.48
26/11/2025 14:05,0.89,0.89,0.9,3.58,205.7,31.88,10.63,24.29,8.21,,310.56,7.32,0.4
26/11/2025 14:10,,,,,,,,23.58,,,,,
26/11/2025 14:15,0.92,0.92,1.2,4.81,205.75,32.1,10.7,24.24,8.21,,310.56,7.33,0.41
26/11/2025 14:20,1.01,1.01,1.12,4.48,205.64,32.07,10.69,24.31,8.21,,310.41,7.33,0.47
26/11/2025 14:25,0.88,0.88,0.94,3.76,205.78,31.91,10.64,23.6,8.2,,310.64,7.33,0.46
26/11/2025 14:30,0.98,0.98,1.12,4.47,205.73,31.84,10.61,23.81,8.2,,310.64,7.32,0.43
26/11/2025 14:35,0.93,0.93,1.09,4.37,205.67,31.84,10.61,25.18,8.21,,310.62,7.31,0.48
26/11/2025 14:40,0.87,0.87,0.95,3.81,205.69,31.9,10.63,23.85,8.21,,310.73,7.3,0.42
26/11/2025 14:45,0.93,0.93,1.17,4.67,205.68,31.93,10.64,24.75,8.2,,310.77,7.3,0.44
26/11/2025 14:50,0.85,0.85,0.85,3.39,205.7,32.08,10.69,24.27,8.2,,310.85,7.29,0.4
26/11/2025 14:55,0.91,0.91,0.86,3.43,205.65,31.84,10.61,24.2,8.21,,310.87,7.28,0.44
26/11/2025 15:00,0.95,0.95,1.01,4.04,205.59,31.92,10.64,24.75,8.2,-39,310.84,7.27,0.5
26/11/2025 15:05,0.91,0.91,1.01,4.03,205.3,31.91,10.64,23.6,8.21,,310.66,7.24,0.5
26/11/2025 15:10,0.95,0.95,1.22,4.86,205.29,31.68,10.56,23.92,8.22,,31069,7.24,0.39
26/11/2025 15:15,0.93,0.93,1.1,4.4,205.31,31.88,10.63,24.54,8.22,,310.66,7.25,0.45
26/11/2025 15:20,1.06,1.06,1.15,4.59,205.19,32.03,10.68,23.97,8.22,,310.57,7.24,0.44
26/11/2025 15:25,0.97,0.97,0.99,3.96,205.26,31.84,10.61,24.29,8.21,,310.73,7.23,0.47
26/11/2025 15:30,0.99,0.99,0.92,3.67,205.24,32,10.67,23.9,8.21,,310.78,7.22,0.47
26/11/2025 15:35,0.98,0.98,1.27,5.09,205.18,31.89,10.63,23.83,8.21,,310.76,7.21,0.46
26/11/2025 15:40,0.88,0.88,0.96,3.84,205.15,31.84,10.61,23.9,8.21,,310.78,7.21,0.46
26/11/2025 15:45,0.92,0.92,0.93,3.72,205.11,31.98,10.66,24.66,8.21,,310.8,7.2,0.43
26/11/2025 15:50,0.93,0.93,0.91,3.65,205.09,31.87,10.62,23.92,8.21,,310.86,7.19,0.42
26/11/2025 15:55,0.92,0.92,1.01,4.05,205.11,31.86,10.62,23.58,8.21,,310.97,7.18,0.45
26/11/2025 16:00,0.92,0.92,0.86,3.44,205.13,31.92,10.64,23.69,8.21,-42,311.06,7.17,0.42
26/11/2025 16:05,0.92,0.92,0.79,3.17,204.94,31.97,10.66,24.01,8.21,,311.11,7.13,0.44
26/11/2025 16:10,0.9,0.9,1.02,4.07,204.97,31.81,10.6,23.62,8.21,,311.9,7.13,0.39
26/11/2025 16:15,0.9,0.9,1.18,4.73,204.92,31.96,10.65,24.11,8.21,,311.09,7.13,0.41
26/11/2025 16:20,1,1,1.09,4.36,204.73,32.14,10.71,23.95,8.21,,310.88,7.12,0.47
26/11/2025 16:25,0.91,0.91,0.99,3.97,204.95,32.09,10.7,24.43,8.21,,311.25,7.12,0.45
26/11/2025 16:30,0.95,0.95,1.11,4.45,204.9,32.04,10.68,24.13,8.21,,311.21,7.12,0.42
26/11/2025 16:35,0.91,0.91,0.95,3.8,204.86,32.09,10.7,24.36,8.21,,311.24,7.11,0.47
26/11/2025 16:40,0.92,0.92,1.06,4.22,204.78,32,10.67,23.58,8.21,,311.18,7.1,0.48
26/11/2025 16:45,0.92,0.92,0.89,3.56,204.78,32.01,10.67,23.62,8.21,,311.25,7.09,0.49
26/11/2025 16:50,0.89,0.89,1.1,4.39,204.74,32.02,10.67,23.99,8.21,,311.27,7.08,0.53
26/11/2025 16:55,0.97,0.97,1.02,4.06,204.73,32.05,10.68,24.52,8.21,,311.3,7.08,0.51
26/11/2025 17:00,0.91,0.91,0.92,3.68,204.8,32.08,10.69,24.45,8.21,-39,311.46,7.07,0.47
26/11/2025 17:05,0.91,0.91,1.75,6.98,204.33,32.01,10.67,24.08,8.21,,311.01,7.04,0.45
26/11/2025 17:10,0.96,0.96,1.38,5.51,204.36,31.96,10.65,24.38,8.22,,31110,7.04,0.44
26/11/2025 17:15,0.99,0.99,0.92,3.67,204.43,32.03,10.68,24.24,8.22,,311.15,7.04,0.42
26/11/2025 17:20,1.01,1.01,1.03,4.13,204.27,32.23,10.74,24.17,8.22,,310.95,7.04,0.45
26/11/2025 17:25,0.93,0.93,0.9,3.6,204.32,32.13,10.71,24.68,8.21,,311.07,7.03,0.54
26/11/2025 17:30,0.87,0.87,0.86,3.42,204.29,32.08,10.69,24.11,8.21,,311.06,7.03,0.45
26/11/2025 17:35,0.85,0.85,0.8,3.22,204.26,32.12,10.71,24.72,8.21,,311.05,7.03,0.46
26/11/2025 17:40,0.94,0.94,1.24,4.97,204.28,32.14,10.71,23.69,8.21,,311.11,7.02,0.45
26/11/2025 17:45,0.96,0.96,1.06,4.22,204.24,32.1,10.7,24.54,8.21,,311.1,7.02,0.43
26/11/2025 17:50,0.9,0.9,0.93,3.72,204.27,32.09,10.7,24.34,8.21,,311.19,7.01,0.48
26/11/2025 17:55,0.93,0.93,1.05,4.2,204.39,32.13,10.71,24.79,8.21,,311.4,7.01,0.45
26/11/2025 18:00,0.9,0.9,0.87,3.47,204.26,32.08,10.7,23.99,8.22,0,311.31,6.99,0.42
26/11/2025 18:05,0.9,0.9,0.81,3.24,204.12,32.13,10.71,23.85,8.21,,311.18,6.99,0.44
26/11/2025 18:10,,,,,,,,24.86,,,,,
26/11/2025 18:15,0.86,0.86,0.77,3.06,204.22,32.19,10.73,24.79,8.22,,311.26,7,0.43
26/11/2025 18:20,0.94,0.94,1.04,4.16,204.14,32.3,10.77,24.29,8.22,,311.11,7,0.47
26/11/2025 18:25,0.9,0.9,0.96,3.85,204.21,32.14,10.71,24.77,8.21,,311.23,7,0.4
26/11/2025 18:30,0.9,0.9,0.98,3.94,204.28,32.14,10.71,24.56,8.21,,311.34,7,0.41
26/11/2025 18:35,0.92,0.92,0.94,3.77,204.27,32.12,10.71,24.56,8.21,,311.32,7,0.4
26/11/2025 18:40,1,1,0.99,3.98,204.27,32.11,10.7,24.17,8.21,,311.34,7,0.43
26/11/2025 18:45,0.97,0.97,1.08,4.33,204.28,32.12,10.71,24.2,8.21,,311.37,6.99,0.43
26/11/2025 18:50,0.9,0.9,1.01,4.06,204.29,32.15,10.72,24.86,8.21,,311.4,6.99,0.43
26/11/2025 18:55,0.96,0.96,1.22,4.89,204.35,32.14,10.71,24.54,8.21,,311.51,6.99,0.39
26/11/2025 19:00,0.94,0.94,1.09,4.36,204.29,32.13,10.71,24.5,8.2,-41,311.42,6.99,0.4
26/11/2025 19:05,0.88,0.88,0.73,2.93,204.14,32.12,10.71,24.34,8.21,,311.31,6.98,0.39
26/11/2025 19:10,,,,,,,,24.08,,,,,
26/11/2025 19:15,0.89,0.89,0.81,3.23,204.21,32.21,10.74,24.4,8.22,,311.34,6.99,0.42
26/11/2025 19:20,0.94,0.94,1.04,4.18,204.1,32.27,10.76,24.29,8.22,,311.17,6.99,0.42
26/11/2025 19:25,0.93,0.93,0.94,3.75,204.23,32.19,10.73,24.47,8.21,,311.35,6.99,0.4
26/11/2025 19:30,0.9,0.9,0.9,3.61,204.21,32.2,10.73,25,8.21,,311.34,6.98,0.45
26/11/2025 19:35,0.98,0.98,1.02,4.1,204.25,32.19,10.73,24.98,8.21,,311.44,6.98,0.4
26/11/2025 19:40,1,1,1.04,4.18,204.14,32.15,10.72,24.17,8.21,,311.31,6.98,0.43
26/11/2025 19:45,0.97,0.97,1.08,4.3,204.28,32.21,10.74,24.89,8.2,,311.55,6.97,0.4
26/11/2025 19:50,0.93,0.93,0.9,3.62,204.21,32.2,10.73,24.79,8.2,,311.46,6.97,0.4
26/11/2025 19:55,0.88,0.88,0.99,3.94,204.25,32.2,10.73,24.45,8.2,,311.56,6.97,0.45
26/11/2025 20:00,0.93,0.93,1.1,4.38,204.25,32.19,10.73,23.72,8.21,-38,311.58,6.97,0.41
26/11/2025 20:05,0.93,0.93,0.89,3.54,204.19,32.21,10.74,23.85,8.21,,311.64,6.95,0.42
26/11/2025 20:10,,,,,,,,24.36,,,,,
26/11/2025 20:15,0.89,0.89,1.13,4.51,204.31,32.26,10.75,24.27,8.22,,311.75,6.96,0.48
26/11/2025 20:20,0.95,0.95,0.87,3.48,204.2,32.39,10.8,24.08,8.22,,311.58,6.96,0.42
26/11/2025 20:25,0.97,0.97,1.39,5.58,204.31,32.28,10.76,24.15,8.21,,311.76,6.96,0.38
26/11/2025 20:30,0.9,0.9,1.02,4.09,204.31,32.23,10.74,23.85,8.21,,311.77,6.95,0.41
26/11/2025 20:35,0.94,0.94,0.97,3.9,204.33,32.23,10.74,23.97,8.21,,311.84,6.95,0.37
26/11/2025 20:40,0.87,0.87,0.82,3.27,204.26,32.23,10.74,23.99,8.21,,311.75,6.95,0.41
26/11/2025 20:45,0.9,0.9,0.94,3.75,204.26,32.22,10.74,24.54,8.21,,311.79,6.94,0.4
26/11/2025 20:50,0.92,0.92,0.89,3.54,204.35,32.17,10.72,25.09,8.21,,311.95,6.94,0.4
26/11/2025 20:55,0.89,0.89,1.07,4.28,204.31,32.24,10.75,24.17,8.21,,311.92,6.94,0.43
26/11/2025 21:00,0.89,0.89,0.82,3.29,204.38,32.2,10.73,23.42,8.21,-42,312.05,6.94,0.48
26/11/2025 21:05,0.86,0.86,0.69,2.75,204.4,32.23,10.74,23.79,8.21,,312.25,6.92,0.41
26/11/2025 21:10,,,,,,,,23.69,,,,,
